"Record ID","Company name","DHC ID","Street Address","City","State/Region","Postal Code","Country/Region","Phone Number","HQ Unique Address","Lifecycle Stage","Created by user ID","Website URL","# Customers Gemini","# Customers Tricura","# Prospects Gemini","# Prospects Tricura"
"40510217294","The Arc","29095","1825 K St NW Ste 1200","Washington","DC","20006","United States","(800) 433-5255","1825 K St NW Ste 1200, Washington, DC, 20006","Lead","Kolby Mangino","www.thearc.org/find-a-chapter/","0.0","0.0","0.0","0.0"
"40506808623","The Voyage Senior Living","1037736","1500 Sandbar Dr","Marion","IL","62959","United States","(618) 993-7533","1500 Sandbar Dr, Marion, IL, 62959","Lead","Kolby Mangino","https://voyageseniorliving.com/","0.0","0.0","0.0","0.0"
"40413076784","The James Bruner TK Ranch","29846","406 Private Rd Ste 156","Sunset","TX","76270","United States","(940) 872-5581","406 Private Rd Ste 156, Sunset, TX, 76270","Lead","Kolby Mangino","https://www.tkranch.org/","0.0","0.0","0.0","0.0"
"40371346059","The Gardens Assisted Living Homes","36150","900 E Alfred St","Tavares","FL","32778","United States","(888) 899-9414","900 E Alfred St, Tavares, FL, 32778","Lead","Kolby Mangino","www.thegardensassistedliving.net","0.0","0.0","0.0","0.0"
"40502041161","The Courtyard Assisted Living","1063677","10400 Randall Park Dr","Dayton","OH","45458","United States","(419) 334-6962","10400 Randall Park Dr, Dayton, OH, 45458","Lead","Kolby Mangino","https://thecourtyardatohio.com/","0.0","0.0","0.0","0.0"
"40479016983","Sweet Water Manor","36100","2626 N Dundee St","Tampa","FL","33629","United States","(813) 294-9778","2626 N Dundee St, Tampa, FL, 33629","Lead","Kolby Mangino","www.sweetwatermanor.com/","0.0","0.0","0.0","0.0"
"40373046198","Sunset Nellees","952790","6420 Bennett Dr","Rex","GA","30273","United States","(678) 565-9940","6420 Bennett Dr, Rex, GA, 30273","Lead","Kolby Mangino","","0.0","0.0","0.0","0.0"
"40521665910","Summerfield Senior Living","36210","4104 Dauphine St","Slidell","LA","70458","United States","(985) 646-4676","4104 Dauphine St, Slidell, LA, 70458","Lead","Kolby Mangino","www.lifeatsummerfield.com","0.0","0.0","0.0","0.0"
"40518048845","Tender Touch Residential Care Homes","29592","58 Midhill Rd","Martinez","CA","94553","United States","(925) 228-5683","58 Midhill Rd, Martinez, CA, 94553","Lead","Kolby Mangino","","0.0","0.0","0.0","0.0"
"40509442825","William James Group","1103463","4425 Greenbrier Dear Rd","Anniston","AL","36207","United States","(854) 894-3064","4425 Greenbrier Dear Rd, Anniston, AL, 36207","Lead","Kolby Mangino","https://www.wjgllc.com/about","0.0","0.0","0.0","0.0"
"40509442824","Wilshire Place Senior Living","953021","6410 Erskine St","Lubbock","TX","79416","United States","(806) 793-1616","6410 Erskine St, Lubbock, TX, 79416","Lead","Kolby Mangino","https://www.wilshireplaceseniorliving.com/","0.0","0.0","0.0","0.0"
"40504990385","The Cottages Assisted Living","951959","4200 Chris Dr SW","Huntsville","AL","35802","United States","(256) 824-9980","4200 Chris Dr SW, Huntsville, AL, 35802","Lead","Kolby Mangino","https://cottageassistedliving.com/","0.0","0.0","0.0","0.0"
"40497286243","West Valley Helping Hands","953001","15021 N 91st Ln","Peoria","AZ","85381","United States","(623) 399-6370","15021 N 91st Ln, Peoria, AZ, 85381","Lead","Kolby Mangino","","0.0","0.0","0.0","0.0"
"40479326480","Sol Assisted Living Facility","952715","2400 SW 137th Ave","Miami","FL","33175","United States","(305) 364-5142","2400 SW 137th Ave, Miami, FL, 33175","Lead","Kolby Mangino","","0.0","0.0","0.0","0.0"
"40384964136","Texas Community Care","29598","10101 Fondren Rd","Houston","TX","77096","United States","(713) 779-5588","10101 Fondren Rd, Houston, TX, 77096","Lead","Kolby Mangino","texascommunitycare.org/","0.0","0.0","0.0","0.0"
"40370109843","Swanberg Assisted Living","952802","6575 Whitneyville Ave SE","Alto","MI","49302","United States","(616) 868-6003","6575 Whitneyville Ave SE, Alto, MI, 49302","Lead","Kolby Mangino","","0.0","0.0","0.0","0.0"
"40356553869","Haven Healthcare","1101623","2201 Main St","Evanston","IL","60202","United States","(847) 905-3000","2201 Main St, Evanston, IL, 60202","Lead","Kolby Mangino","https://haven-hc.com/locations/","0.0","0.0","0.0","0.0"
"40343777561","Serrano Residential Care","952683","13237 Del Ray Ln","Desert Hot Springs","CA","92240","United States","(760) 251-9920","13237 Del Ray Ln, Desert Hot Springs, CA, 92240","Lead","Kolby Mangino","","0.0","0.0","0.0","0.0"
"40520889681","St Lawrence Assisted Living Homes","29463","9221 Aphrodite Dr","Anchorage","AK","99515","United States","(907) 244-9267","9221 Aphrodite Dr, Anchorage, AK, 99515","Lead","Kolby Mangino","","0.0","0.0","0.0","0.0"
"40463611204","Shalom Elderly Care","29332","5900 N Rudnick Ave","Woodland Hills","CA","91367","United States","(818) 883-8384","5900 N Rudnick Ave, Woodland Hills, CA, 91367","Lead","Kolby Mangino","www.shalomelderlycare.com","0.0","0.0","0.0","0.0"
"40353310098","The Pride Group","35972","214 Plymouth St SE","Le Mars","IA","51031","United States","(712) 546-6500","214 Plymouth St SE, Le Mars, IA, 51031","Lead","Kolby Mangino","www.thepridegroup.org/","0.0","0.0","0.0","0.0"
"40351296111","Vintage Park Assisted Living Communities","951817","1301 N 4th St","Atchison","KS","66002","United States","(913) 372-3010","1301 N 4th St, Atchison, KS, 66002","Lead","Kolby Mangino","https://www.vintageparkassistedliving.com/","0.0","0.0","0.0","0.0"
"40349498294","RN3 Loving Care Homes","35994","8320 Buckingham Dr","El Cerrito","CA","94530","United States","(510) 439-7063","8320 Buckingham Dr, El Cerrito, CA, 94530","Lead","Kolby Mangino","https://rn3lovingcarehomes.com/","0.0","0.0","0.0","0.0"
"40344550566","Woodland West Homes","953026","22537 W Marlin Pl","West Hills","CA","91307","United States","(818) 224-3232","22537 W Marlin Pl, West Hills, CA, 91307","Lead","Kolby Mangino","","0.0","0.0","0.0","0.0"
"40337410432","Spring Oak Assisted Living","952729","601 N Main St","Lanoka Harbor","NJ","08734","United States","(609) 242-2661","601 N Main St, Lanoka Harbor, NJ, 08734","Lead","Kolby Mangino","https://www.springoakliving.com/forked-river","0.0","0.0","0.0","0.0"
"40331397643","Yarbrough Assisted Living Facility","953033","5557 Allendale St Ste 9","Detroit","MI","48204","United States","(313) 898-0388","5557 Allendale St Ste 9, Detroit, MI, 48204","Lead","Kolby Mangino","","0.0","0.0","0.0","0.0"
"40520889680","United Community Center","29893","1028 S 9th St","Milwaukee","WI","53204","United States","(414) 384-3100","1028 S 9th St, Milwaukee, WI, 53204","Lead","Kolby Mangino","https://www.unitedcc.org/","0.0","0.0","0.0","0.0"
"40517894028","Signature Collection","1006773","2585 Hwy 179","Little River","SC","29566","United States","(843) 268-4633","2585 Hwy 179, Little River, SC, 29566","Lead","Kolby Mangino","https://newhavencarolina.com/contact-us/","0.0","0.0","0.0","0.0"
"40456790649","Welch Senior Living","1053908","1050 Hingham St","Rockland","MA","02370","United States","(781) 878-6700","1050 Hingham St, Rockland, MA, 02370","Lead","Kolby Mangino","https://www.welchseniorliving.com/","0.0","0.0","0.0","0.0"
"40414935361","Victorias Care Home","29923","5161 W Palo Alto Ave","Fresno","CA","93722","United States","(559) 960-3789","5161 W Palo Alto Ave, Fresno, CA, 93722","Lead","Kolby Mangino","www.victoriacarehome.com","0.0","0.0","0.0","0.0"
"40345014890","Soperton Home","952721","7756 Eastman Rd","Soperton","GA","30457","United States","(912) 529-6153","7756 Eastman Rd, Soperton, GA, 30457","Lead","Kolby Mangino","","0.0","0.0","0.0","0.0"
"40329387281","St Anne Assisted Living Homes","952735","9140 Shady Bay Cir","Anchorage","AK","99507","United States","(907) 336-4010","9140 Shady Bay Cir, Anchorage, AK, 99507","Lead","Kolby Mangino","","0.0","0.0","0.0","0.0"
"40510991704","Stronger River Villa","29103","2994 Highway 13","Mendenhall","MS","39114","United States","(601) 675-7018","2994 Highway 13, Mendenhall, MS, 39114","Lead","Kolby Mangino","strongrivervilla.com/","0.0","0.0","0.0","0.0"
"40498941502","Valiant Healthcare","1098529","619 Germantown Rd","Minden","LA","71055","United States","(318) 000-0000","619 Germantown Rd, Minden, LA, 71055","Lead","Kolby Mangino","https://valiantcommunities.com/living-options/","0.0","0.0","0.0","0.0"
"40370260106","Triple Js Bettercare","952912","19222 Woodcrest St","Harper Woods","MI","48225","United States","(313) 371-6429","19222 Woodcrest St, Harper Woods, MI, 48225","Lead","Kolby Mangino","","0.0","0.0","0.0","0.0"
"40327991064","Virginia Lutheran Homes (AKA Brandon Oaks)","951538","3807 Brandon Ave SW Ste 2440","Roanoke","VA","24018","United States","(540) 776-2600","3807 Brandon Ave SW Ste 2440, Roanoke, VA, 24018","Lead","Kolby Mangino","https://brandonoaks.net/","0.0","0.0","0.0","0.0"
